Code,NCS,Occupation,Slug
ED010,NA,करिक्यूलम डेवेलपर,/hi/career/%e0%a4%95%e0%a4%b0%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%b2%e0%a4%ae-%e0%a4%a1%e0%a5%87%e0%a4%b5%e0%a5%87%e0%a4%b2%e0%a4%aa%e0%a4%b0/
F01,6224.05,Fisheries Extension Officer,/career/fisheries-extension-officer/
F01,6224.05,मत्स्य विस्तार अधिकारी Fisheries Extension Officer,/hi/career/%e0%a4%ae%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a5%8d%e0%a4%af-%e0%a4%b5%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%a4%e0%a4%be%e0%a4%b0-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-fisheries-extensi/
F02,6224.06,Fisheries Officer,/career/fisheries-officer/
F02,6224.06,मत्स्य अधिकारी Fisheries Officer,/hi/career/%e0%a4%ae%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a5%8d%e0%a4%af-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-fisheries-officer/
F03,NA,Fishery Technician/Aquaculture Technician,/career/fishery-technician-aquaculture-technician/
F03,NA,मत्स्य तकनीशियन / एक्वाकल्चर तकनीशियन Fishery Technician/Aquaculture Technician,/hi/career/%e0%a4%ae%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a5%8d%e0%a4%af-%e0%a4%a4%e0%a4%95%e0%a4%a8%e0%a5%80%e0%a4%b6%e0%a4%bf%e0%a4%af%e0%a4%a8-%e0%a4%8f%e0%a4%95%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%95%e0%a4%b2/
F04,NA,Fisheries Development Officer,/career/fisheries-development-officer/
F04,NA,मत्स्य विकास अधिकारी (Fisheries Development Officer),/hi/career/%e0%a4%ae%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a5%8d%e0%a4%af-%e0%a4%b5%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b8-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-fisheries-development-officer/
F05,2132.09,Pisciculturist,/career/pisciculturist/
F05,2132.09,मत्स्य पालन विशेषज्ञ (मत्स्यपालक) Pisciculturist,/hi/career/%e0%a4%ae%e0%a4%a4%e0%a5%8d%e0%a4%b8%e0%a5%8d%e0%a4%af-%e0%a4%aa%e0%a4%be%e0%a4%b2%e0%a4%a8-%e0%a4%b5%e0%a4%bf%e0%a4%b6%e0%a5%87%e0%a4%b7%e0%a4%9c%e0%a5%8d%e0%a4%9e-%e0%a4%ae%e0%a4%a4%e0%a5%8d/
GN001,4224.01,Receptionist,/career/receptionist/
GN001,4224.01,रिसेप्शनिस्ट (Receptionist),/hi/career/%e0%a4%b0%e0%a4%bf%e0%a4%b8%e0%a5%87%e0%a4%aa%e0%a5%8d%e0%a4%b6%e0%a4%a8%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-receptionist/
GN002,NA,Office Administrator,/career/office-administrator/
GN002,NA,ऑफिस एडमिनिस्ट्रेटर (Office Administrator),/hi/career/%e0%a4%91%e0%a4%ab%e0%a4%bf%e0%a4%b8-%e0%a4%8f%e0%a4%a1%e0%a4%ae%e0%a4%bf%e0%a4%a8%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%9f%e0%a4%b0-office-administrator/
GN003,NA,Model,/career/model-2/
GN003,NA,मॉडल (Model),/hi/career/%e0%a4%ae%e0%a5%89%e0%a4%a1%e0%a4%b2-model-2/
GN004,4120.02,Secretary/Personal Assistant,/career/secretary-personal-assistant/
GN004,4120.02,सेक्रेटरी/निजी सहायक (Secretary/Personal Assistant),/hi/career/%e0%a4%b8%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%9f%e0%a4%b0%e0%a5%80-%e0%a4%a8%e0%a4%bf%e0%a4%9c%e0%a5%80-%e0%a4%b8%e0%a4%b9%e0%a4%be%e0%a4%af%e0%a4%95-secretary-personal-assistant/
GN005,5249.0201,Salesman/Sales Representative,/career/salesman-sales-representative/
GN005,5249.0201,सेल्समैन/सेल्स प्रतिनिधि (Salesman/Sales Representative),/hi/career/%e0%a4%b8%e0%a5%87%e0%a4%b2%e0%a5%8d%e0%a4%b8%e0%a4%ae%e0%a5%88%e0%a4%a8-%e0%a4%b8%e0%a5%87%e0%a4%b2%e0%a5%8d%e0%a4%b8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a4%e0%a4%bf%e0%a4%a8%e0%a4%bf%e0%a4%a7%e0%a4%bf/
GN006,8332.01,Commercial Driver,/career/commercial-driver/
GN006,8332.01,कॉमर्शियल ड्राइवर (Commercial Driver),/hi/career/%e0%a4%95%e0%a5%89%e0%a4%ae%e0%a4%b0%e0%a5%8d%e0%a4%b6%e0%a4%bf%e0%a4%af%e0%a4%b2-%e0%a4%a1%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%87%e0%a4%b5%e0%a4%b0-commercial-driver/
GN007,5244.0301,Customer Care Executive,/career/customer-care-executive/
GN007,5244.0301,ग्राहक सेवा एग्जीक्यूटिव (कस्टमर केयर एग्जीक्यूटिव),/hi/career/%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%b9%e0%a4%95-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-%e0%a4%8f%e0%a4%97%e0%a5%8d%e0%a4%9c%e0%a5%80%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9f%e0%a4%bf%e0%a4%b5/
GN008,5223.0105,Visual Merchandiser,/career/visual-merchandiser/
GN008,5223.0105,दृश्य विक्रेता (विज़ुअल मर्चेंडाइज़र) (Visual Merchandiser),/hi/career/%e0%a4%a6%e0%a5%83%e0%a4%b6%e0%a5%8d%e0%a4%af-%e0%a4%b5%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%a4%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%9c%e0%a4%bc%e0%a5%81%e0%a4%85%e0%a4%b2-%e0%a4%ae/
GN009,NA,Business Development Coordinator,/career/business-development-coordinator/
GN009,NA,व्यवसाय विकास समन्वयक (Business Development Coordinator),/hi/career/%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%b8%e0%a4%be%e0%a4%af-%e0%a4%b5%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b8-%e0%a4%b8%e0%a4%ae%e0%a4%a8%e0%a5%8d%e0%a4%b5%e0%a4%af%e0%a4%95-business-development-coor/
GN010,NA,Contract Administrator,/career/contract-administrator/
GN010,NA,अनुबंध प्रशासक (Contract Administrator),/hi/career/%e0%a4%85%e0%a4%a8%e0%a5%81%e0%a4%ac%e0%a4%82%e0%a4%a7-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%b6%e0%a4%be%e0%a4%b8%e0%a4%95-contract-administrator/
GN011,NA,Real Estate Consultant,/career/real-estate-consultant/
GN011,NA,रियल एस्टेट सलाहकार (Real Estate Consultant),/hi/career/%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a4%b2-%e0%a4%8f%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%87%e0%a4%9f-%e0%a4%b8%e0%a4%b2%e0%a4%be%e0%a4%b9%e0%a4%95%e0%a4%be%e0%a4%b0-real-estate-consultant/
GN012,3334.01,Property Manager,/career/property-manager/
GN012,3334.01,प्रॉपर्टी मैनेजर (Property Manager),/hi/career/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a5%89%e0%a4%aa%e0%a4%b0%e0%a5%8d%e0%a4%9f%e0%a5%80-%e0%a4%ae%e0%a5%88%e0%a4%a8%e0%a5%87%e0%a4%9c%e0%a4%b0-property-manager/
GN013,3334.02,Real Estate Agent,/career/real-estate-agent/
GN013,3334.02,रियल एस्टेट एजेंट (Real Estate Agent),/hi/career/%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a4%b2-%e0%a4%8f%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%87%e0%a4%9f-%e0%a4%8f%e0%a4%9c%e0%a5%87%e0%a4%82%e0%a4%9f-real-estate-agent/
GN014,7515.01,Tea Taster,/career/tea-taster/
GN014,7515.01,टी टेस्टर (Tea Taster),/hi/career/%e0%a4%9f%e0%a5%80-%e0%a4%9f%e0%a5%87%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a4%b0-tea-taster/
GN015,3355.03,Detective,/career/detective/
GN015,3355.03,जासूस (Detective),/hi/career/%e0%a4%9c%e0%a4%be%e0%a4%b8%e0%a5%82%e0%a4%b8-detective/
GN016,NA,BPO executive,/career/bpo-executive/
GN016,NA,बी.पी.ओ. एक्सेक्यूटिव (BPO executive),/hi/career/%e0%a4%ac%e0%a5%80-%e0%a4%aa%e0%a5%80-%e0%a4%93-%e0%a4%8f%e0%a4%95%e0%a5%8d%e0%a4%b8%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%af%e0%a5%82%e0%a4%9f%e0%a4%bf%e0%a4%b5-bpo-executive/
GN017,NA,KPO executive,/career/kpo-executive/
GN017,NA,के.पी.ओ. कार्यकारी,/hi/career/%e0%a4%95%e0%a5%87-%e0%a4%aa%e0%a5%80-%e0%a4%93-%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%af%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-kpo-executive/
GN018,NA,Lapidarist,/career/lapidarist/
GN018,NA,लैपिडरिस्ट (Lapidarist),/hi/career/%e0%a4%b2%e0%a5%88%e0%a4%aa%e0%a4%bf%e0%a4%a1%e0%a4%b0%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-lapidarist/
GN019,NA,Calligrapher,/career/calligrapher/
GN019,NA,कैलीग्राफर (Calligrapher),/hi/career/%e0%a4%95%e0%a5%88%e0%a4%b2%e0%a5%80%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%ab%e0%a4%b0-calligrapher/
GN020,NA,Aromatherapist,/career/aromatherapist/
GN020,NA,अरोमाथेरेपिस्ट (Aromatherapist),/hi/career/%e0%a4%85%e0%a4%b0%e0%a5%8b%e0%a4%ae%e0%a4%be%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f-aromatherapist/
GN021,NA,Merchant Navy,/career/merchant-navy/
GN021,NA,मर्चेंट नेवी (Merchant Navy),/hi/career/%e0%a4%ae%e0%a4%b0%e0%a5%8d%e0%a4%9a%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%a8%e0%a5%87%e0%a4%b5%e0%a5%80-merchant-navy/
GN022,3339.03,Auctioneer,/career/auctioneer/
GN022,3339.03,नीलामकर्ता (Auctioneer),/hi/career/%e0%a4%a8%e0%a5%80%e0%a4%b2%e0%a4%be%e0%a4%ae%e0%a4%95%e0%a4%b0%e0%a5%8d%e0%a4%a4%e0%a4%be-auctioneer/
GN023,1311.08,Tea Plantation Manager,/career/tea-plantation-manager/
GN023,1311.08,चाय बागान प्रबंधक (Tea Plantation Manager),/hi/career/%e0%a4%9a%e0%a4%be%e0%a4%af-%e0%a4%ac%e0%a4%be%e0%a4%97%e0%a4%be%e0%a4%a8-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95-tea-plantation-manager/
GN024,7522.14,Toy Designer,/career/toy-designer/
GN024,7522.14,टॉय डिज़ाइनर  (Toy Designer),/hi/career/%e0%a4%9f%e0%a5%89%e0%a4%af-%e0%a4%a1%e0%a4%bf%e0%a4%9c%e0%a4%bc%e0%a4%be%e0%a4%87%e0%a4%a8%e0%a4%b0-toy-designer/
GV001,NA,Railway Protection Force (RPF),/career/railway-protection-force-rpf/
GV001,NA,रेलवे सुरक्षा बल,/hi/career/%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b8%e0%a5%81%e0%a4%b0%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%be-%e0%a4%ac%e0%a4%b2/
GV002,NA,Indian Railway Stores Service (IRSS),/career/indian-railway-stores-service-irss/
GV002,NA,इंडियन रेलवे स्टोर्स सर्विस (आई.आर.एस.एस.) Indian Railway Stores Service (IRSS),/hi/career/%e0%a4%87%e0%a4%82%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a4%a8-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%8b%e0%a4%b0%e0%a5%8d%e0%a4%b8-%e0%a4%b8%e0%a4%b0%e0%a5%8d/
GV003,NA,Indian Railways Traffic Service (IRTS),/career/indian-railways-traffic-service-irts/
GV003,NA,भारतीय रेलवे यातायात सेवा (आई.आर.टी.एस.) Indian Railways Traffic Service (IRTS),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%af%e0%a4%be%e0%a4%a4%e0%a4%be%e0%a4%af%e0%a4%be%e0%a4%a4-%e0%a4%b8%e0%a5%87%e0%a4%b5/
GV004,5412.0100',Police Constable,/career/police-constable/
GV004,5412.01,पुलिस कांस्टेबल (Police Constable),/hi/career/%e0%a4%aa%e0%a5%81%e0%a4%b2%e0%a4%bf%e0%a4%b8-%e0%a4%95%e0%a4%be%e0%a4%82%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%87%e0%a4%ac%e0%a4%b2-police-constable/
GV005,3355.02,Sub-inspector of Police,/career/sub-inspector-of-police/
GV005,3355.02,पुलिस उप निरीक्षक (Sub-inspector of Police),/hi/career/%e0%a4%aa%e0%a5%81%e0%a4%b2%e0%a4%bf%e0%a4%b8-%e0%a4%89%e0%a4%aa-%e0%a4%a8%e0%a4%bf%e0%a4%b0%e0%a5%80%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95-sub-inspector-of-police/
GV006,3351.01,Customs Officer,/career/customs-officer/
GV006,3351.01,कस्टम्स अधिकारी (Customs Officer),/hi/career/%e0%a4%95%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a4%ae%e0%a5%8d%e0%a4%b8-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-customs-officer/
GV007,NA,Indian Forest Service,/career/indian-forest-service/
GV007,NA,भारतीय वन सेवा (Indian Forest Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b5%e0%a4%a8-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-forest-service/
GV008,NA,Indian Administrative Service,/career/indian-administrative-service/
GV008,NA,भारतीय प्रशासनिक सेवा (Indian Administrative Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%b6%e0%a4%be%e0%a4%b8%e0%a4%a8%e0%a4%bf%e0%a4%95-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-administrative-ser/
GV009,NA,Indian Police Service,/career/indian-police-service/
GV009,NA,भारतीय पुलिस सेवा (Indian Police Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%aa%e0%a5%81%e0%a4%b2%e0%a4%bf%e0%a4%b8-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-police-service/
GV010,NA,Indian Foreign Service,/career/indian-foreign-service/
GV010,NA,भारतीय विदेश सेवा (Indian Foreign Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%87%e0%a4%b6-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-foreign-service/
GV011,NA,Indian Revenue Service,/career/indian-revenue-service/
GV011,NA,भारतीय राजस्व सेवा (Indian Revenue Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b0%e0%a4%be%e0%a4%9c%e0%a4%b8%e0%a5%8d%e0%a4%b5-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-revenue-service/
GV012,NA,FSSAI officer,/career/fssai-officer/
GV012,NA,एफ.एस.एस.ए.आई. अधिकारी (FSSAI Officer),/hi/career/%e0%a4%8f%e0%a4%ab-%e0%a4%8f%e0%a4%b8-%e0%a4%8f%e0%a4%b8-%e0%a4%8f-%e0%a4%86%e0%a4%88-%e0%a4%85%e0%a4%a7%e0%a4%bf%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%80-fssai-officer/
GV013,NA,Gramin Dak Sevaks,/career/gramin-dak-sevaks/
GV013,NA,ग्रामीण डाक सेवक (Gramin Dak Sevaks),/hi/career/%e0%a4%97%e0%a5%8d%e0%a4%b0%e0%a4%be%e0%a4%ae%e0%a5%80%e0%a4%a3-%e0%a4%a1%e0%a4%be%e0%a4%95-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%95-gramin-dak-sevaks/
GV014,NA,Loco Pilot,/career/loco-pilot/
GV014,NA,लोको पायलट (Loco Pilot),/hi/career/%e0%a4%b2%e0%a5%8b%e0%a4%95%e0%a5%8b-%e0%a4%aa%e0%a4%be%e0%a4%af%e0%a4%b2%e0%a4%9f-loco-pilot/
GV015,NA,Multi-Tasking Staff,/career/multi-tasking-staff/
GV015,NA,मल्टी टास्किंग स्टाफ (Multi-Tasking Staff),/hi/career/%e0%a4%ae%e0%a4%b2%e0%a5%8d%e0%a4%9f%e0%a5%80-%e0%a4%9f%e0%a4%be%e0%a4%b8%e0%a5%8d%e0%a4%95%e0%a4%bf%e0%a4%82%e0%a4%97-%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a4%be%e0%a4%ab-multi-tasking-staff/
GV016,NA,Inspector of Income Tax,/career/inspector-of-income-tax/
GV016,NA,आयकर निरीक्षक (Inspector of Income Tax),/hi/career/%e0%a4%86%e0%a4%af%e0%a4%95%e0%a4%b0-%e0%a4%a8%e0%a4%bf%e0%a4%b0%e0%a5%80%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%95-inspector-of-income-tax/
GV017,NA,Indian Railway Accounts Service,/career/indian-railway-accounts-service/
GV017,NA,भारतीय रेलवे लेखा सेवा (Indian Railway Accounts Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b2%e0%a5%87%e0%a4%96%e0%a4%be-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-indian-railway-accounts/
GV018,NA,Indian Railway Personnel Service,/career/indian-railway-personnel-service/
GV018,NA,भारतीय रेलवे कार्मिक सेवा (Indian Railway Personnel Service),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8d%e0%a4%ae%e0%a4%bf%e0%a4%95-%e0%a4%b8%e0%a5%87%e0%a4%b5/
GV019,NA,Indian Railway Service of Electrical Engineers,/career/indian-railway-service-of-electrical-engineers/
GV019,NA,इलेक्ट्रिकल इंजीनियरों की भारतीय रेलवे सेवा (Indian Railway Service of Electrical Engineers),/hi/career/%e0%a4%87%e0%a4%b2%e0%a5%87%e0%a4%95%e0%a5%8d%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a4%bf%e0%a4%95%e0%a4%b2-%e0%a4%87%e0%a4%82%e0%a4%9c%e0%a5%80%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4%b0%e0%a5%8b%e0%a4%82-%e0%a4%95/
GV020,NA,Indian Railway Service of Mechanical Engineers,/career/indian-railway-service-of-mechanical-engineers/
GV020,NA,इंडियन रेलवे सर्विस ऑफ मैकेनिकल इंजीनियर्स (Indian Railway Service of Mechanical Engineers),/hi/career/%e0%a4%87%e0%a4%82%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a4%a8-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b8%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a4%bf%e0%a4%b8-%e0%a4%91%e0%a4%ab-%e0%a4%ae%e0%a5%88/
GV021,NA,Indian Railway Service of Signal Engineers,/career/indian-railway-service-of-signal-engineers/
GV021,NA,भारतीय रेलवे सेवा सिग्नल इंजीनियर्स (Indian Railway Service of Signal Engineers),/hi/career/%e0%a4%ad%e0%a4%be%e0%a4%b0%e0%a4%a4%e0%a5%80%e0%a4%af-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b8%e0%a5%87%e0%a4%b5%e0%a4%be-%e0%a4%b8%e0%a4%bf%e0%a4%97%e0%a5%8d%e0%a4%a8%e0%a4%b2/
GV022,NA,Indian Railway Service of Engineers,/career/indian-railway-service-of-engineers/
GV022,NA,इंडियन रेलवे सर्विस ऑफ इंजीनियर्स (Indian Railway Service of Engineers),/hi/career/%e0%a4%87%e0%a4%82%e0%a4%a1%e0%a4%bf%e0%a4%af%e0%a4%a8-%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a4%b5%e0%a5%87-%e0%a4%b8%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a4%bf%e0%a4%b8-%e0%a4%91%e0%a4%ab-%e0%a4%87%e0%a4%82/
HT 02,NA,Tour Operator,/career/tour-operator/
HT 02,NA,टूर ऑपरेटर,/hi/career/%e0%a4%9f%e0%a5%82%e0%a4%b0-%e0%a4%91%e0%a4%aa%e0%a4%b0%e0%a5%87%e0%a4%9f%e0%a4%b0/
HT 03,5111.03,Air Hostess/Purser,/career/air-hostess-purser/
HT 03,5111.03,एयर होस्टेस/पर्सर,/hi/career/%e0%a4%8f%e0%a4%af%e0%a4%b0-%e0%a4%b9%e0%a5%8b%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a5%87%e0%a4%b8-%e0%a4%aa%e0%a4%b0%e0%a5%8d%e0%a4%b8%e0%a4%b0/
HT 04,1120.31,Chef,/career/chef/
HT 04,1120.31,शेफ,/hi/career/%e0%a4%b6%e0%a5%87%e0%a4%ab/
HT 05,NA,Food & Beverage Manager,/career/food-beverage-manager/
HT 05,NA,खाद्य और पेय प्रबंधक,/hi/career/%e0%a4%96%e0%a4%be%e0%a4%a6%e0%a5%8d%e0%a4%af-%e0%a4%94%e0%a4%b0-%e0%a4%aa%e0%a5%87%e0%a4%af-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%ac%e0%a4%82%e0%a4%a7%e0%a4%95/
HT 06,5113.02,Tour Guide,/career/tour-guide/
HT 06,5113.02,टूर गाइड,/hi/career/%e0%a4%9f%e0%a5%82%e0%a4%b0-%e0%a4%97%e0%a4%be%e0%a4%87%e0%a4%a1/
HT 07,NA,Bartender/Mixologist,/career/bartender-mixologist/
HT 07,NA,बारटेंडर / मिक्सोलॉजिस्ट,/hi/career/%e0%a4%ac%e0%a4%be%e0%a4%b0%e0%a4%9f%e0%a5%87%e0%a4%82%e0%a4%a1%e0%a4%b0-%e0%a4%ae%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b8%e0%a5%8b%e0%a4%b2%e0%a5%89%e0%a4%9c%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HT 08,7515.02,Sommelier,/career/sommelier/
HT 08,5131.05,सोमेलियर,/hi/career/%e0%a4%b8%e0%a5%8b%e0%a4%ae%e0%a5%87%e0%a4%b2%e0%a4%bf%e0%a4%af%e0%a4%b0/
HT01,5113.0101,Travel Consultant,/career/travel-consultant/
HT01,5113.0101,ट्रेवल कंसलटेंट (यात्रा परामर्शदाता),/hi/career/%e0%a4%9f%e0%a5%8d%e0%a4%b0%e0%a5%87%e0%a4%b5%e0%a4%b2-%e0%a4%95%e0%a4%82%e0%a4%b8%e0%a4%b2%e0%a4%9f%e0%a5%87%e0%a4%82%e0%a4%9f-%e0%a4%af%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%b0%e0%a4%be-%e0%a4%aa/
HT011,NA,Chocolatier,/career/chocolatier/
HT011,NA,चॉकलेटियर,/hi/career/chocolatier-%e0%a4%9a%e0%a5%89%e0%a4%95%e0%a4%b2%e0%a5%87%e0%a4%9f%e0%a4%bf%e0%a4%af%e0%a4%b0/
HT012,NA,Coffee Tasters/Sommelier/Baristas/Q Graders,/career/coffee-tasters-sommelier-baristas-q-graders/
HT012,NA,कॉफी टेस्टर/सोमेलियर/बरिस्ता/क्यू ग्रेडर,/hi/career/coffee-taster-%e0%a4%95%e0%a5%89%e0%a4%ab%e0%a5%80-%e0%a4%9f%e0%a5%87%e0%a4%b8%e0%a5%8d%e0%a4%9f%e0%a4%b0-%e0%a4%b8%e0%a5%8b%e0%a4%ae%e0%a5%87%e0%a4%b2%e0%a4%bf%e0%a4%af%e0%a4%b0-%e0%a4%ac%e0%a4%b0/
HT09,NA,Cake artist,/career/cake-artist/
HT09,NA,केक आर्टिस्ट,/hi/career/cake-artist-%e0%a4%95%e0%a5%87%e0%a4%95-%e0%a4%86%e0%a4%b0%e0%a5%8d%e0%a4%9f%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW001,3221.01,Nurse,/career/nurse/
HW001,3221.01,नर्स,/hi/career/%e0%a4%a8%e0%a4%b0%e0%a5%8d%e0%a4%b8/
HW002,2221.01,Auxiliary Nurse Midwifery (ANM),/career/auxiliary-nurse-midwifery-anm/
HW002,2221.01,सहायक नर्स मिडवाइफरी (ए.एन.एम.),/hi/career/%e0%a4%b8%e0%a4%b9%e0%a4%be%e0%a4%af%e0%a4%95-%e0%a4%a8%e0%a4%b0%e0%a5%8d%e0%a4%b8-%e0%a4%ae%e0%a4%bf%e0%a4%a1%e0%a4%b5%e0%a4%be%e0%a4%87%e0%a4%ab%e0%a4%b0%e0%a5%80-%e0%a4%8f-%e0%a4%8f%e0%a4%a8/
HW003,2264.01,Physiotherapist,/career/physiotherapist/
HW003,2264.01,फ़िज़ियोथेरेपिस्ट,/hi/career/%e0%a4%ab%e0%a4%bc%e0%a4%bf%e0%a4%9c%e0%a4%bc%e0%a4%bf%e0%a4%af%e0%a5%8b%e0%a4%a5%e0%a5%87%e0%a4%b0%e0%a5%87%e0%a4%aa%e0%a4%bf%e0%a4%b8%e0%a5%8d%e0%a4%9f/
HW004,2221.02,Surgeon,/career/surgeon/
